\	real	166	10	5	(4, 3)	RL	0	1
\	real	166	10	5	(4, 7)	LR	2	1
\	real	166	10	5	(7, 5)	RL	1	1
\	real	166	10	5	(7, 6)	RL	0	1
\	real	166	10	5	(7, 8)	LR	0	1
\	real	166	10	5	(7, 9)	LR	1	1
\	real	166	10	5	(9, 10)	LR	0	1
\	real	167	9	5	(3, 2)	RL	0	1
\	real	167	9	5	(3, 7)	LR	3	2
\	real	167	9	5	(5, 4)	RL	0	1
\	real	167	9	5	(7, 5)	RL	1	1
\	real	167	9	5	(7, 6)	RL	0	1
\	real	167	9	5	(7, 8)	LR	0	1
\	real	167	9	5	(8, 10)	LR	1	1
\	real	167	9	5	(10, 9)	RL	0	1
\	real	168	3	2	(1, 2)	LR	0	1
\	real	168	3	2	(1, 4)	LR	1	1
\	real	169	8	5	(2, 1)	RL	0	1
\	real	169	8	5	(2, 3)	LR	0	1
\	real	169	8	5	(3, 6)	LR	1	1
\	real	169	8	5	(6, 5)	RL	0	1
\	real	169	8	5	(6, 7)	LR	0	1
\	real	169	8	5	(6, 9)	LR	1	1
\	real	169	8	5	(9, 10)	LR	0	1
\	real	170	2	2	(1, 3)	LR	0	1
\	real	176	6	4	(2, 1)	RL	0	1
\	real	176	6	4	(2, 3)	LR	0	1
\	real	176	6	4	(2, 4)	LR	1	1
\	real	176	6	4	(4, 6)	LR	1	1
\	real	176	6	4	(6, 5)	RL	0	1
\	real	177	11	8	(2, 3)	LR	0	1
\	real	177	11	8	(2, 4)	LR	1	1
\	real	177	11	8	(4, 6)	LR	1	1
\	real	177	11	8	(6, 5)	RL	0	1
\	real	177	11	8	(6, 8)	LR	1	1
\	real	177	11	8	(8, 7)	RL	0	1
\	real	177	11	8	(8, 9)	LR	0	1
\	real	177	11	8	(9, 10)	LR	0	1
\	real	177	11	8	(10, 11)	LR	0	1
\	real	177	11	8	(11, 12)	LR	0	1
\	real	179	8	5	(2, 4)	LR	0	1
\	real	179	8	5	(2, 6)	LR	1	1
\	real	179	8	5	(6, 7)	LR	0	1
\	real	179	8	5	(6, 9)	LR	2	1
\	real	179	8	5	(9, 8)	RL	0	1
\	real	179	8	5	(12, 2)	RL	5	3
\	real	179	8	5	(12, 13)	LR	0	1
\	real	186	10	5	(2, 1)	RL	0	1
\	real	186	10	5	(2, 3)	LR	0	1
\	real	186	10	5	(3, 4)	LR	0	1
\	real	186	10	5	(4, 5)	LR	0	1
\	real	186	10	5	(7, 2)	RL	4	3
\	real	186	10	5	(7, 6)	RL	0	1
\	real	186	10	5	(7, 10)	LR	2	2
\	real	186	10	5	(9, 8)	RL	0	1
\	real	186	10	5	(10, 9)	RL	0	1
\	real	204	9	6	(2, 1)	RL	0	1
\	real	204	9	6	(2, 3)	LR	0	1
\	real	204	9	6	(2, 4)	LR	1	1
\	real	204	9	6	(4, 5)	LR	0	1
\	real	204	9	6	(4, 6)	LR	1	1
\	real	204	9	6	(6, 7)	LR	0	1
\	real	204	9	6	(7, 8)	LR	0	1
\	real	204	9	6	(8, 9)	LR	0	1
\	real	205	5	4	(1, 5)	LR	3	2
\	real	205	5	4	(3, 2)	RL	0	1
\	real	205	5	4	(5, 3)	RL	1	1
\	real	205	5	4	(5, 4)	RL	0	1
\	real	206	3	3	(1, 3)	LR	1	1
\	real	206	3	3	(3, 2)	RL	0	1
\	real	207	4	3	(1, 3)	LR	0	1
\	real	207	4	3	(1, 6)	LR	2	2
\	real	207	4	3	(3, 4)	LR	0	1
\	real	211	7	4	(1, 2)	LR	0	1
\	real	211	7	4	(1, 4)	LR	1	1
\	real	211	7	4	(1, 6)	LR	2	1
\	real	211	7	4	(1, 7)	LR	3	1
\	real	211	7	4	(7, 9)	LR	1	1
\	real	211	7	4	(9, 8)	RL	0	1
\	real	220	9	5	(3, 1)	RL	1	1
\	real	220	9	5	(3, 2)	RL	0	1
\	real	220	9	5	(3, 4)	LR	0	1
\	real	220	9	5	(3, 6)	LR	2	2
\	real	220	9	5	(4, 5)	LR	0	1
\	real	220	9	5	(6, 7)	LR	0	1
\	real	220	9	5	(7, 9)	LR	1	1
\	real	220	9	5	(9, 8)	RL	0	1
\	real	245	10	6	(2, 1)	RL	0	1
\	real	245	10	6	(3, 2)	RL	0	1
\	real	245	10	6	(3, 4)	LR	0	1
\	real	245	10	6	(4, 5)	LR	0	1
\	real	245	10	6	(5, 8)	LR	2	1
\	real	245	10	6	(8, 6)	RL	1	1
\	real	245	10	6	(8, 7)	RL	0	1
\	real	245	10	6	(8, 10)	LR	0	1
\	real	245	10	6	(10, 11)	LR	0	1
\	real	248	11	6	(3, 1)	RL	1	1
\	real	248	11	6	(3, 2)	RL	0	1
\	real	248	11	6	(4, 3)	RL	0	1
\	real	248	11	6	(4, 6)	LR	1	1
\	real	248	11	6	(4, 7)	LR	2	2
\	real	248	11	6	(6, 5)	RL	0	1
\	real	248	11	6	(7, 8)	LR	0	1
\	real	248	11	6	(8, 9)	LR	0	1
\	real	248	11	6	(9, 11)	LR	1	1
\	real	248	11	6	(11, 10)	RL	0	1
\	real	253	5	4	(2, 1)	RL	0	1
\	real	253	5	4	(2, 3)	LR	0	1
\	real	253	5	4	(3, 5)	LR	1	1
\	real	253	5	4	(5, 4)	RL	0	1
\	real	254	3	3	(1, 2)	LR	0	1
\	real	254	3	3	(2, 3)	LR	0	1
\	real	255	2	2	(2, 1)	RL	0	1
\	real	266	4	2	(6, 1)	RL	2	1
\	real	266	4	2	(6, 2)	RL	1	1
\	real	266	4	2	(6, 4)	RL	0	1
\	real	267	9	6	(5, 1)	RL	1	1
\	real	267	9	6	(5, 3)	RL	0	1
\	real	267	9	6	(5, 6)	LR	0	1
\	real	267	9	6	(6, 7)	LR	0	1
\	real	267	9	6	(7, 8)	LR	0	1
\	real	267	9	6	(8, 11)	LR	2	1
\	real	267	9	6	(11, 9)	RL	1	1
\	real	267	9	6	(11, 10)	RL	0	1
\	real	289	4	3	(2, 1)	RL	0	1
\	real	289	4	3	(3, 2)	RL	0	1
\	real	289	4	3	(3, 4)	LR	0	1
\	real	293	4	3	(2, 1)	RL	0	1
\	real	293	4	3	(2, 4)	LR	1	1
\	real	293	4	3	(4, 3)	RL	0	1
\	real	294	2	2	(1, 2)	LR	0	1
\	real	299	9	5	(2, 1)	RL	0	1
\	real	299	9	5	(3, 2)	RL	0	1
\	real	299	9	5	(3, 4)	LR	0	1
\	real	299	9	5	(3, 5)	LR	1	1
\	real	299	9	5	(5, 6)	LR	0	1
\	real	299	9	5	(6, 9)	LR	2	1
\	real	299	9	5	(9, 7)	RL	1	1
\	real	299	9	5	(9, 8)	RL	0	1
\	real	327	3	2	(2, 1)	RL	0	1
\	real	327	3	2	(2, 3)	LR	0	1
\	real	329	9	5	(1, 2)	LR	0	1
\	real	329	9	5	(3, 1)	RL	1	1
\	real	329	9	5	(3, 4)	LR	0	1
\	real	329	9	5	(4, 7)	LR	2	2
\	real	329	9	5	(5, 6)	LR	0	1
\	real	329	9	5	(7, 5)	RL	1	1
\	real	329	9	5	(7, 8)	LR	0	1
\	real	329	9	5	(8, 9)	LR	0	1
\	real	335	4	3	(2, 3)	LR	0	1
\	real	335	4	3	(2, 4)	LR	1	1
\	real	335	4	3	(4, 5)	LR	0	1
\	real	338	10	6	(3, 1)	RL	0	1
\	real	338	10	6	(3, 4)	LR	0	1
\	real	338	10	6	(3, 5)	LR	1	1
\	real	338	10	6	(5, 11)	LR	4	3
\	real	338	10	6	(7, 10)	LR	2	1
\	real	338	10	6	(10, 8)	RL	1	1
\	real	338	10	6	(10, 9)	RL	0	1
\	real	338	10	6	(11, 7)	RL	3	2
\	real	338	10	6	(11, 12)	LR	0	1
\	real	339	8	4	(2, 1)	RL	0	1
\	real	339	8	4	(2, 3)	LR	0	1
\	real	339	8	4	(2, 4)	LR	1	1
\	real	339	8	4	(4, 6)	LR	1	1
\	real	339	8	4	(4, 7)	LR	2	2
\	real	339	8	4	(6, 5)	RL	0	1
\	real	339	8	4	(7, 8)	LR	0	1
\	real	343	6	5	(1, 2)	LR	0	1
\	real	343	6	5	(1, 3)	LR	1	1
\	real	343	6	5	(3, 4)	LR	0	1
\	real	343	6	5	(4, 6)	LR	1	1
\	real	343	6	5	(6, 5)	RL	0	1
\	real	345	5	3	(2, 1)	RL	0	1
\	real	345	5	3	(4, 3)	RL	0	1
\	real	345	5	3	(5, 2)	RL	2	2
\	real	345	5	3	(5, 4)	RL	0	1
\	real	346	11	7	(1, 3)	LR	1	1
\	real	346	11	7	(3, 2)	RL	0	1
\	real	346	11	7	(3, 4)	LR	0	1
\	real	346	11	7	(4, 7)	LR	2	2
\	real	346	11	7	(6, 5)	RL	0	1
\	real	346	11	7	(7, 6)	RL	0	1
\	real	346	11	7	(10, 1)	RL	7	5
\	real	346	11	7	(10, 9)	RL	0	1
\	real	346	11	7	(10, 12)	LR	1	1
\	real	346	11	7	(12, 11)	RL	0	1
\	real	348	10	5	(1, 3)	LR	1	1
\	real	348	10	5	(3, 2)	RL	0	1
\	real	348	10	5	(3, 4)	LR	0	1
\	real	348	10	5	(3, 5)	LR	1	1
\	real	348	10	5	(5, 6)	LR	0	1
\	real	348	10	5	(5, 7)	LR	1	1
\	real	348	10	5	(5, 9)	LR	3	2
\	real	348	10	5	(7, 8)	LR	0	1
\	real	348	10	5	(9, 10)	LR	0	1
\	real	349	5	4	(1, 3)	LR	1	1
\	real	349	5	4	(3, 2)	RL	0	1
\	real	349	5	4	(3, 5)	LR	1	1
\	real	349	5	4	(5, 4)	RL	0	1
\	real	350	6	4	(1, 4)	LR	2	2
\	real	350	6	4	(3, 2)	RL	0	1
\	real	350	6	4	(4, 3)	RL	0	1
\	real	350	6	4	(4, 5)	LR	0	1
\	real	350	6	4	(4, 6)	LR	1	1
\	real	353	9	4	(3, 1)	RL	1	1
\	real	353	9	4	(3, 2)	RL	0	1
\	real	353	9	4	(4, 3)	RL	0	1
\	real	353	9	4	(4, 6)	LR	1	1
\	real	353	9	4	(4, 7)	LR	2	2
\	real	353	9	4	(6, 5)	RL	0	1
\	real	353	9	4	(7, 8)	LR	0	1
\	real	353	9	4	(8, 9)	LR	0	1
\	real	354	9	4	(2, 1)	RL	0	1
\	real	354	9	4	(5, 2)	RL	1	1
\	real	354	9	4	(5, 4)	RL	0	1
\	real	354	9	4	(5, 8)	LR	2	1
\	real	354	9	4	(8, 6)	RL	1	1
\	real	354	9	4	(8, 7)	RL	0	1
\	real	354	9	4	(8, 9)	LR	0	1
\	real	354	9	4	(9, 10)	LR	0	1
\	real	355	5	4	(2, 1)	RL	0	1
\	real	355	5	4	(2, 3)	LR	0	1
\	real	355	5	4	(3, 5)	LR	1	1
\	real	355	5	4	(5, 4)	RL	0	1
\	real	356	6	4	(3, 1)	RL	0	1
\	real	356	6	4	(4, 3)	RL	0	1
\	real	356	6	4	(4, 5)	LR	0	1
\	real	356	6	4	(5, 7)	LR	1	1
\	real	356	6	4	(7, 6)	RL	0	1
\	real	357	7	5	(3, 1)	RL	0	1
\	real	357	7	5	(4, 3)	RL	0	1
\	real	357	7	5	(4, 5)	LR	0	1
\	real	357	7	5	(5, 9)	LR	2	2
\	real	357	7	5	(8, 6)	RL	0	1
\	real	357	7	5	(9, 8)	RL	0	1
\	real	359	5	4	(2, 1)	RL	0	1
\	real	359	5	4	(2, 6)	LR	2	2
\	real	359	5	4	(5, 3)	RL	0	1
\	real	359	5	4	(6, 5)	RL	0	1
\	real	361	5	3	(3, 1)	RL	1	1
\	real	361	5	3	(3, 2)	RL	0	1
\	real	361	5	3	(3, 4)	LR	0	1
\	real	361	5	3	(4, 5)	LR	0	1
\	real	362	2	2	(2, 1)	RL	0	1
\	real	367	8	5	(2, 1)	RL	0	1
\	real	367	8	5	(2, 4)	LR	1	1
\	real	367	8	5	(2, 5)	LR	2	2
\	real	367	8	5	(4, 3)	RL	0	1
\	real	367	8	5	(5, 6)	LR	0	1
\	real	367	8	5	(6, 7)	LR	0	1
\	real	367	8	5	(7, 8)	LR	0	1
\	real	370	8	5	(2, 1)	RL	0	1
\	real	370	8	5	(2, 4)	LR	1	1
\	real	370	8	5	(2, 5)	LR	2	2
\	real	370	8	5	(4, 3)	RL	0	1
\	real	370	8	5	(5, 6)	LR	0	1
\	real	370	8	5	(6, 7)	LR	0	1
\	real	370	8	5	(7, 8)	LR	0	1
\	real	371	9	5	(3, 1)	RL	1	1
\	real	371	9	5	(3, 2)	RL	0	1
\	real	371	9	5	(3, 5)	LR	1	1
\	real	371	9	5	(3, 6)	LR	2	2
\	real	371	9	5	(5, 4)	RL	0	1
\	real	371	9	5	(6, 7)	LR	0	1
\	real	371	9	5	(7, 8)	LR	0	1
\	real	371	9	5	(8, 9)	LR	0	1
\	real	373	4	3	(1, 2)	LR	0	1
\	real	373	4	3	(1, 3)	LR	1	1
\	real	373	4	3	(3, 4)	LR	0	1
\	real	376	5	3	(3, 1)	RL	1	1
\	real	376	5	3	(3, 2)	RL	0	1
\	real	376	5	3	(4, 3)	RL	0	1
\	real	376	5	3	(4, 5)	LR	0	1
\	real	378	11	5	(2, 3)	LR	0	1
\	real	378	11	5	(6, 2)	RL	2	1
\	real	378	11	5	(6, 5)	RL	0	1
\	real	378	11	5	(6, 9)	LR	2	1
\	real	378	11	5	(9, 7)	RL	1	1
\	real	378	11	5	(9, 8)	RL	0	1
\	real	378	11	5	(9, 10)	LR	0	1
\	real	378	11	5	(10, 11)	LR	0	1
\	real	378	11	5	(15, 6)	RL	6	3
\	real	378	11	5	(15, 14)	RL	0	1
\	real	381	9	5	(1, 2)	LR	0	1
\	real	381	9	5	(5, 4)	RL	0	1
\	real	381	9	5	(5, 6)	LR	0	1
\	real	381	9	5	(6, 1)	RL	3	2
\	real	381	9	5	(6, 7)	LR	0	1
\	real	381	9	5	(6, 8)	LR	1	1
\	real	381	9	5	(8, 10)	LR	1	1
\	real	381	9	5	(10, 9)	RL	0	1
\	real	382	4	2	(3, 1)	RL	1	1
\	real	382	4	2	(3, 2)	RL	0	1
\	real	382	4	2	(3, 4)	LR	0	1
\	real	386	10	5	(3, 5)	LR	1	1
\	real	386	10	5	(5, 4)	RL	0	1
\	real	386	10	5	(8, 1)	RL	4	3
\	real	386	10	5	(8, 7)	RL	0	1
\	real	386	10	5	(8, 9)	LR	0	1
\	real	386	10	5	(9, 3)	RL	4	3
\	real	386	10	5	(9, 10)	LR	0	1
\	real	386	10	5	(10, 11)	LR	0	1
\	real	386	10	5	(11, 12)	LR	0	1
\	real	389	10	4	(1, 3)	LR	1	1
\	real	389	10	4	(3, 2)	RL	0	1
\	real	389	10	4	(6, 1)	RL	3	2
\	real	389	10	4	(6, 5)	RL	0	1
\	real	389	10	4	(6, 8)	LR	1	1
\	real	389	10	4	(6, 9)	LR	2	2
\	real	389	10	4	(8, 7)	RL	0	1
\	real	389	10	4	(9, 11)	LR	1	1
\	real	389	10	4	(11, 10)	RL	0	1
\	real	402	3	2	(2, 1)	RL	0	1
\	real	402	3	2	(2, 3)	LR	0	1
\	real	403	8	6	(2, 1)	RL	0	1
\	real	403	8	6	(2, 3)	LR	0	1
\	real	403	8	6	(3, 5)	LR	1	1
\	real	403	8	6	(5, 4)	RL	0	1
\	real	403	8	6	(5, 6)	LR	0	1
\	real	403	8	6	(6, 8)	LR	1	1
\	real	403	8	6	(8, 7)	RL	0	1
\	real	405	10	5	(1, 2)	LR	0	1
\	real	405	10	5	(3, 1)	RL	1	1
\	real	405	10	5	(3, 7)	LR	3	2
\	real	405	10	5	(6, 5)	RL	0	1
\	real	405	10	5	(7, 4)	RL	2	2
\	real	405	10	5	(7, 6)	RL	0	1
\	real	405	10	5	(7, 8)	LR	0	1
\	real	405	10	5	(8, 10)	LR	1	1
\	real	405	10	5	(10, 9)	RL	0	1
\	real	406	8	4	(2, 1)	RL	0	1
\	real	406	8	4	(3, 2)	RL	0	1
\	real	406	8	4	(3, 4)	LR	0	1
\	real	406	8	4	(3, 8)	LR	4	3
\	real	406	8	4	(4, 6)	LR	1	1
\	real	406	8	4	(6, 5)	RL	0	1
\	real	406	8	4	(8, 7)	RL	0	1
\	real	423	2	2	(1, 3)	LR	0	1
\	real	427	8	5	(2, 1)	RL	0	1
\	real	427	8	5	(2, 4)	LR	1	1
\	real	427	8	5	(2, 8)	LR	5	4
\	real	427	8	5	(4, 3)	RL	0	1
\	real	427	8	5	(4, 5)	LR	0	1
\	real	427	8	5	(5, 7)	LR	1	1
\	real	427	8	5	(7, 6)	RL	0	1
\	real	430	10	4	(3, 1)	RL	1	1
\	real	430	10	4	(3, 2)	RL	0	1
\	real	430	10	4	(4, 3)	RL	0	1
\	real	430	10	4	(4, 5)	LR	0	1
\	real	430	10	4	(4, 6)	LR	1	1
\	real	430	10	4	(4, 7)	LR	2	1
\	real	430	10	4	(7, 10)	LR	2	1
\	real	430	10	4	(10, 8)	RL	1	1
\	real	430	10	4	(10, 9)	RL	0	1
\	real	438	9	5	(2, 1)	RL	0	1
\	real	438	9	5	(2, 3)	LR	0	1
\	real	438	9	5	(3, 5)	LR	1	1
\	real	438	9	5	(5, 4)	RL	0	1
\	real	438	9	5	(5, 9)	LR	3	1
\	real	438	9	5	(9, 6)	RL	2	1
\	real	438	9	5	(9, 7)	RL	1	1
\	real	438	9	5	(9, 8)	RL	0	1
\	real	440	11	8	(2, 1)	RL	0	1
\	real	440	11	8	(3, 2)	RL	0	1
\	real	440	11	8	(3, 4)	LR	0	1
\	real	440	11	8	(4, 6)	LR	1	1
\	real	440	11	8	(6, 5)	RL	0	1
\	real	440	11	8	(6, 7)	LR	0	1
\	real	440	11	8	(7, 8)	LR	0	1
\	real	440	11	8	(8, 9)	LR	0	1
\	real	440	11	8	(9, 10)	LR	0	1
\	real	440	11	8	(10, 11)	LR	0	1
\	real	459	11	5	(2, 1)	RL	0	1
\	real	459	11	5	(3, 2)	RL	0	1
\	real	459	11	5	(3, 4)	LR	0	1
\	real	459	11	5	(3, 5)	LR	1	1
\	real	459	11	5	(5, 6)	LR	0	1
\	real	459	11	5	(5, 12)	LR	5	3
\	real	459	11	5	(6, 8)	LR	1	1
\	real	459	11	5	(8, 7)	RL	0	1
\	real	459	11	5	(12, 10)	RL	1	1
\	real	459	11	5	(12, 11)	RL	0	1
\	real	462	4	3	(1, 2)	LR	0	1
\	real	462	4	3	(2, 3)	LR	0	1
\	real	462	4	3	(2, 4)	LR	1	1
\	real	464	6	3	(4, 3)	RL	0	1
\	real	464	6	3	(6, 4)	RL	1	1
\	real	464	6	3	(6, 5)	RL	0	1
\	real	464	6	3	(6, 8)	LR	1	1
\	real	464	6	3	(8, 7)	RL	0	1
\	real	465	9	5	(2, 1)	RL	0	1
\	real	465	9	5	(2, 6)	LR	3	2
\	real	465	9	5	(5, 3)	RL	1	1
\	real	465	9	5	(5, 4)	RL	0	1
\	real	465	9	5	(6, 5)	RL	0	1
\	real	465	9	5	(6, 7)	LR	0	1
\	real	465	9	5	(7, 8)	LR	0	1
\	real	465	9	5	(8, 9)	LR	0	1
\	real	466	6	4	(3, 1)	RL	1	1
\	real	466	6	4	(3, 2)	RL	0	1
\	real	466	6	4	(3, 6)	LR	2	2
\	real	466	6	4	(5, 4)	RL	0	1
\	real	466	6	4	(6, 5)	RL	0	1
\	real	468	9	6	(2, 1)	RL	0	1
\	real	468	9	6	(2, 3)	LR	0	1
\	real	468	9	6	(2, 4)	LR	1	1
\	real	468	9	6	(4, 6)	LR	1	1
\	real	468	9	6	(6, 5)	RL	0	1
\	real	468	9	6	(6, 7)	LR	0	1
\	real	468	9	6	(7, 8)	LR	0	1
\	real	468	9	6	(8, 9)	LR	0	1
\	real	476	9	5	(2, 1)	RL	0	1
\	real	476	9	5	(2, 3)	LR	0	1
\	real	476	9	5	(3, 4)	LR	0	1
\	real	476	9	5	(4, 5)	LR	0	1
\	real	476	9	5	(4, 9)	LR	3	1
\	real	476	9	5	(9, 7)	RL	1	1
\	real	476	9	5	(9, 8)	RL	0	1
\	real	476	9	5	(9, 10)	LR	0	1
\	real	479	6	4	(2, 3)	LR	0	1
\	real	479	6	4	(2, 5)	LR	2	2
\	real	479	6	4	(3, 4)	LR	0	1
\	real	479	6	4	(5, 7)	LR	1	1
\	real	479	6	4	(7, 6)	RL	0	1
\	real	483	6	4	(2, 1)	RL	0	1
\	real	483	6	4	(2, 3)	LR	0	1
\	real	483	6	4	(2, 4)	LR	1	1
\	real	483	6	4	(4, 5)	LR	0	1
\	real	483	6	4	(5, 6)	LR	0	1
\	real	489	10	6	(4, 1)	RL	2	1
\	real	489	10	6	(4, 2)	RL	1	1
\	real	489	10	6	(4, 3)	RL	0	1
\	real	489	10	6	(4, 5)	LR	0	1
\	real	489	10	6	(4, 7)	LR	2	3
\	real	489	10	6	(5, 6)	LR	0	1
\	real	489	10	6	(6, 9)	LR	1	1
\	real	489	10	6	(9, 11)	LR	1	1
\	real	489	10	6	(11, 10)	RL	0	1
\	real	491	6	5	(2, 1)	RL	0	1
\	real	491	6	5	(2, 3)	LR	0	1
\	real	491	6	5	(3, 4)	LR	0	1
\	real	491	6	5	(4, 6)	LR	1	1
\	real	491	6	5	(6, 5)	RL	0	1
\	real	492	11	6	(2, 1)	RL	0	1
\	real	492	11	6	(3, 2)	RL	0	1
\	real	492	11	6	(3, 6)	LR	2	1
